"","x"
"517",3.52660699023886
"518",3.51971203035033
"519",3.51210004389195
"520",3.50822587816807
"521",3.50435552930754
"522",3.50048903890985
"523",3.49662644777038
"524",3.49276779589275
"525",3.48891312250091
"526",3.48433822198081
"527",3.47905137769569
"528",3.47090449082859
"529",3.4642263848313
"530",3.46042729250633
"531",3.45663219983655
"532",3.45284114240403
"533",3.44905415508753
"534",3.44527127207314
"535",3.44149252686478
"536",3.43632305760915
"537",3.42977848189221
"538",3.42395104289977
"539",3.42021228903863
"540",3.41647770219199
"541",3.41274731293216
"542",3.40902115120966
"543",3.40529924636263
"544",3.40158162712599
"545",3.39584457636266
"546",3.38811036058742
"547",3.38375822836518
"548",3.38008246707322
"549",3.3764109927805
"550",3.37274383176023
"551",3.36908100973437
"552",3.36476498592809
"553",3.35980291951673
"554",3.35224342444559
"555",3.3453670276775
"556",3.34175902521226
"557",3.33815532851995
"558",3.33455596095313
"559",3.33096094536455
"560",3.32737030411449
"561",3.32251082251082
"562",3.31639611522383
"563",3.30967175085175
"564",3.30612347731882
"565",3.30257955187347
"566",3.29903999499672
"567",3.29550482671802
"568",3.29135305661127
"569",3.28535359786133
"570",3.27690932075355
"571",3.27219098534427
"572",3.26871027396421
"573",3.26523389350614
"574",3.26176186219603
"575",3.2570822602636
"576",3.2506038647343
"577",3.24475255151165
"578",3.24132099572422
"579",3.23789375549061
"580",3.23387529033411
"581",3.22808475280432
"582",3.21994901550236
"583",3.21302894732189
"584",3.20848704151883
"585",3.20395738203957
"586",3.19827309588402
"587",3.19144606403823
"588",3.1840674941186
"589",3.17729808391948
"590",3.16998071997928
"591",3.16498895867389
"592",3.16115607993781
"593",3.15733102411011
"594",3.15294598599826
"595",3.14800667741844
"596",3.14251875246743
"597",3.13592571357908
"598",3.12879895575985
"599",3.12449400059184
"600",3.12131329994435
"601",3.11813643926789
"602",3.11496343303796
"603",3.1117942954111
"604",3.10862904022932
"605",3.10546768102457
"606",3.10067370373401
"607",3.09371958612665
"608",3.08787826237753
"609",3.08475931207329
"610",3.08164418961479
"611",3.07853290762255
"612",3.07542547842923
"613",3.07232191408374
"614",3.06922222635514
"615",3.0655967797463
"616",3.06092281702038
"617",3.05573680776274
"618",3.05266636244906
"619",3.04959978250754
"620",3.04653707853458
"621",3.04347826086957
"622",3.04042333959851
"623",3.03737232455756
"624",3.03329629172326
"625",3.02717948717949
"626",3.02108626198083
"627",3.01705469016718
"628",3.0140493097248
"629",3.0110477656375
"630",3.0080500668736
"631",3.00505622217191
"632",3.00206624004494
"633",2.99908012878197
"634",2.99510119056518
"635",2.98914528428426
"636",2.98271678304363
"637",2.97878222406524
"638",2.97584189209805
"639",2.97290535270137
"640",2.96997261345853
"641",2.96704368174727
"642",2.96411856474259
"643",2.96119726941953
"644",2.95827980255595
"645",2.95440319707256
"646",2.94909640722874
"647",2.94620085079505
"648",2.9433090999294
"649",2.94042116076014
"650",2.93753703923195
"651",2.93465674110835
"652",2.93178027197422
"653",2.92890763723823
"654",2.92603884213533
"655",2.92177323341971
"656",2.91472723887544
"657",2.91003081263689
"658",2.90719999259784
"659",2.90437293310764
"660",2.90154963903067
"661",2.898730115069
"662",2.89591436576459
"663",2.89310239550154
"664",2.89029420850824
"665",2.8874898088595
"666",2.88288288288288
"667",2.87829058443751
"668",2.87550835360763
"669",2.87272987656973
"670",2.86995515695067
"671",2.86718419823387
"672",2.86441700376127
"673",2.8616535767353
"674",2.85889392022081
"675",2.85569842839873
"676",2.85075608152531
"677",2.84583045632926
"678",2.8431000901949
"679",2.84037344524526
"680",2.83765052412718
"681",2.83493132935994
"682",2.83221586333708
"683",2.8295041283281
"684",2.82636801863125
"685",2.82238442822384
"686",2.81628396927071
"687",2.81232892408367
"688",2.80965437866017
"689",2.80698349478516
"690",2.8043162743737
"691",2.80165271922649
"692",2.79899283103151
"693",2.79633661136551
"694",2.7928523605757
"695",2.7877179524392
"696",2.7846688166708
"697",2.78203796236745
"698",2.77941073696933
"699",2.77678714168009
"700",2.77416717760065
"701",2.77155084573059
"702",2.76853172716225
"703",2.76389750073961
"704",2.75927841717315
"705",2.75668923275306
"706",2.75410363048239
"707",2.75152161108462
"708",2.74894317518919
"709",2.74636832333278
"710",2.74379705596059
"711",2.74043699609754
"712",2.73550466979567
"713",2.73058921789558
"714",2.72765487681749
"715",2.72511801923567
"716",2.72258467789194
"717",2.72005485301107
"718",2.71752854473336
"719",2.71461833791129
"720",2.71055478287745
"721",2.70688858067499
"722",2.70438487634518
"723",2.70188465266683
"724",2.69938790949313
"725",2.69689464659935
"726",2.69364491308065
"727",2.68926605052652
"728",2.68679051347552
"729",2.68431842505917
"730",2.68147396508634
"731",2.67826021775387
"732",2.67355893939734
"733",2.66999157590261
"734",2.66680544661742
"735",2.66325603811007
"736",2.65897663413191
"737",2.65434192672999
"738",2.64972256235452
"739",2.64585189830247
"740",2.64199246607907
"741",2.63777947988474
"742",2.63321584076301
"743",2.62939275103119
"744",2.62666608778709
"745",2.62430540521036
"746",2.62194792809975
"747",2.61959365612584
"748",2.61688465090308
"749",2.61382377929932
"750",2.6097018246551
"751",2.60523746116289
"752",2.6025582910729
"753",2.60023734847843
"754",2.59791955079769
"755",2.59560489750031
"756",2.59329338799537
"757",2.59098502163231
"758",2.58867979770166
"759",2.58533482119578
"760",2.58165175785313
"761",2.57936233487793
"762",2.57707602581215
"763",2.57479282979536
"764",2.57251274591204
"765",2.57023577319235
"766",2.56796191061281
"767",2.5656911570971
"768",2.56206540634507
"769",2.55777254009536
"770",2.55484437539054
"771",2.55259656037866
"772",2.55035180742324
"773",2.54811011535703
"774",2.54587148296345
"775",2.54363590897724
"776",2.54140339208513
"777",2.53884222956388
"778",2.53496243213467
"779",2.53175417696539
"780",2.52954148974688
"781",2.52733182310647
"782",2.52512517560607
"783",2.52292154576307
"784",2.52072093205098
"785",2.51852333290004
"786",2.51632874669778
"787",2.51349053157059
"788",2.50969110997878
"789",2.50718959294358
"790",2.5050135566572
"791",2.50284049992799
"792",2.5006704210244
"793",2.49850331817545
"794",2.49633918957122
"795",2.49417803336343
"796",2.492019847666
"797",2.48860362036027
"798",2.48393883076575
"799",2.48085796468643
"800",2.47872340425532
"801",2.47659176029963
"802",2.47446303093701
"803",2.47233721424956
"804",2.47021430828423
"805",2.46809431105343
"806",2.46597722053543
"807",2.46386303467488
"808",2.46052486289521
"809",2.45627776621914
"810",2.45357017503701
"811",2.45147737132941
"812",2.4493874253643
"813",2.44730033507232
"814",2.44521609835263
"815",2.44313471307336
"816",2.44105617707206
"817",2.43898048815609
"818",2.4366083799936
"819",2.43304644282639
"820",2.43009023496828
"821",2.42803244110395
"822",2.42597745909534
"823",2.42392528669369
"824",2.42187592162229
"825",2.41982936157693
"826",2.41778560422628
"827",2.41545186516801
"828",2.41253818878549
"829",2.40963153324825
"830",2.40760387751246
"831",2.40557899467908
"832",2.4035568823475
"833",2.40153753809216
"834",2.39952095946292
"835",2.39750714398541
"836",2.39492307251526
"837",2.39120120274619
"838",2.38891597733695
"839",2.3869193067096
"840",2.38492536466315
"841",2.3829341486892
"842",2.38094565625697
"843",2.3789598848136
"844",2.37697683178448
"845",2.37387475812558
"846",2.37050093023906
"847",2.36853196234241
"848",2.36656568131697
"849",2.36460208458342
"850",2.36264116954202
"851",2.36068293357296
"852",2.35872737403662
"853",2.3564992927475
"854",2.35317696736412
"855",2.35068545681143
"856",2.34874569601574
"857",2.34680858024624
"858",2.34487410683443
"859",2.34294227309361
"860",2.34074234507404
"861",2.33800610431353
"862",2.33500677731338
"863",2.33309047110791
"864",2.33117677352903
"865",2.32926568186684
"866",2.32735719339465
"867",2.32491855592937
"868",2.32142192740474
"869",2.31793522932763
"870",2.31578111979683
"871",2.31389471739446
"872",2.31201087013767
"873",2.30986685162416
"874",2.30694021771896
"875",2.30402092186989
"876",2.30163078930202
"877",2.29924556005061
"878",2.29634574276045
"879",2.29293486852164
"880",2.29005067742269
"881",2.2874316376019
"882",2.28481858123499
"883",2.28195468447855
"884",2.27884166995485
"885",2.27573689188844
"886",2.27340551708306
"887",2.27133335538923
"888",2.26951867312634
"889",2.26770640156467
"890",2.26589653821362
"891",2.26383687057844
"892",2.26077415912991
"893",2.25771948237161
"894",2.25567488620165
"895",2.25388374389162
"896",2.25209497206704
"897",2.25030856824335
"898",2.24852452992281
"899",2.24674285459469
"900",2.24496353973551
"901",2.24220002466395
"902",2.23870496196638
"903",2.23644761364557
"904",2.23468477738904
"905",2.23292426538894
"906",2.23116607515276
"907",2.22941020417601
"908",2.22765664994244
"909",2.22590540992425
"910",2.22391469916222
"911",2.22096235268573
"912",2.21825832418588
"913",2.21652158874733
"914",2.21478713740979
"915",2.21305496765553
"916",2.21132507695612
"917",2.20959746277257
"918",2.20787212255555
"919",2.20614905374555
"920",2.20395514973743
"921",2.20082141339754
"922",2.19863818682419
"923",2.19692928134467
"924",2.19522261775783
"925",2.19351819351819
"926",2.19181600607087
"927",2.19011605285169
"928",2.18841833128743
"929",2.18672283879589
"930",2.18410361470884
"931",2.18172158506866
"932",2.1800362340554
"933",2.17835309054276
"934",2.17667215195393
"935",2.17499341570383
"936",2.17331687919923
"937",2.17164253983891
"938",2.1699703950138
"939",2.16830044210713
"940",2.16572632723812
"941",2.16247993307256
"942",2.16037056842001
"943",2.1587155777401
"944",2.15706274601434
"945",2.15541207066631
"946",2.15376354911239
"947",2.15211717876191
"948",2.15047295701727
"949",2.14883088127409
"950",2.14696910875714
"951",2.14422491560131
"952",2.14192932693582
"953",2.14029998148262
"954",2.1386727557905
"955",2.13704764727189
"956",2.13542465333304
"957",2.13380377137411
"958",2.13218499878927
"959",2.13035063925758
"960",2.12808481056656
"961",2.12560700659036
"962",2.12400025095134
"963",2.12239558033951
"964",2.12079299216229
"965",2.11919248382173
"966",2.11759405271458
"967",2.1159976962324
"968",2.11397608690078
"969",2.11089220377146
"970",2.10888044854404
"971",2.10729718538652
"972",2.1057159688582
"973",2.104136796383
"974",2.10255966538005
"975",2.10098457326383
"976",2.0994115174443
"977",2.0970015269225
"978",2.09501562522894
"979",2.09345122835162
"980",2.09188884951325
"981",2.09032848613451
"982",2.088770135632
"983",2.08721379541824
"984",2.08545269582909
"985",2.08286905204077
"986",2.08049752370754
"987",2.07895337151735
"988",2.07741120395096
"989",2.07587101844991
"990",2.07433281245212
"991",2.07279658339194
"992",2.07085544090362
"993",2.06830880680895
"994",2.06678135276918
"995",2.06525585674853
"996",2.06373231619947
"997",2.06221072857126
"998",2.06049008749696
"999",2.05796979344074
"1000",2.05605605605606
"1001",2.05454545454545
"1002",2.05303678357571
"1003",2.05133103682963
"1004",2.04923079367475
"1005",2.04713484370974
"1006",2.04524099185979
"1007",2.04315319601754
"1008",2.04047855487776
"1009",2.03820378498277
"1010",2.03613027308677
"1011",2.03406097286287
"1012",2.03199587150045
"1013",2.02973986398168
"1014",2.02748879945326
"1015",2.02582563325269
"1016",2.02435902408751
"1017",2.02289426211104
"1018",2.0214313449357
"1019",2.01997027017126
"1020",2.0183186130193
"1021",2.01609341091971
"1022",2.01444805848224
"1023",2.01299657773365
"1024",2.01154692082111
"1025",2.01009908536585
"1026",2.00865306898683
"1027",2.00720886930081
"1028",2.00538760850045
"1029",2.00300242387116
"1030",2.00137752743261
"1031",1.99994349910069
"1032",1.99851126700201
"1033",1.99708082877447
"1034",1.99565218205411
"1035",1.99422532447509
"1036",1.99280025366982
"1037",1.99081848069312
"1038",1.98884064191392
"1039",1.98742306315729
"1040",1.98600725549715
"1041",1.98459321658169
"1042",1.98318094405756
"1043",1.98177043556992
"1044",1.98036168876252
"1045",1.97895470127775
"1046",1.97681758716276
"1047",1.9745024023843
"1048",1.97292154246593
"1049",1.97152504384401
"1050",1.97013028280902
"1051",1.96873725703412
"1052",1.96734596419126
"1053",1.96595640195133
"1054",1.96456856798413
"1055",1.96318245995845
"1056",1.96107999425535
"1057",1.95898196726011
"1058",1.9576037327887
"1059",1.9562272072487
"1060",1.9548523883336
"1061",1.95347927373606
"1062",1.95210786114794
"1063",1.95073814826035
"1064",1.94937013276371
"1065",1.94782731476579
"1066",1.94575835249143
"1067",1.94439706634829
"1068",1.94303746371394
"1069",1.94167954229337
"1070",1.94032329979105
"1071",1.93896873391101
"1072",1.93761584235684
"1073",1.93609074849425
"1074",1.93404732029274
"1075",1.93200814170023
"1076",1.93066482233941
"1077",1.92932315774577
"1078",1.92798314565127
"1079",1.92664478378764
"1080",1.92530806988638
"1081",1.92397300167883
"1082",1.92229759191274
"1083",1.92028373297286
"1084",1.91895547764342
"1085",1.91762885370789
"1086",1.91630385891658
"1087",1.91498049101977
"1088",1.91365874776774
"1089",1.91233862691082
"1090",1.91034616389078
"1091",1.90835778975605
"1092",1.90704498678834
"1093",1.90573379045474
"1094",1.90442419853112
"1095",1.9031162087935
"1096",1.9018098190181
"1097",1.90033868080831
"1098",1.89820557141268
"1099",1.89607707619611
"1100",1.89478037885681
"1101",1.89348526133267
"1102",1.89219172143456
"1103",1.89089975697364
"1104",1.88960936576136
"1105",1.88799265525608
"1106",1.88637869948369
"1107",1.88509419753631
"1108",1.88381125688513
"1109",1.88252987535523
"1110",1.88108757991535
"1111",1.87899871068188
"1112",1.87691431013605
"1113",1.87548074747749
"1114",1.87421061036453
"1115",1.8727809936318
"1116",1.87087130527026
"1117",1.86848413088053
"1118",1.86626265408718
"1119",1.86404613114508
"1120",1.8618345461509
"1121",1.85994647636039
"1122",1.85853921489121
"1123",1.85729274305043
"1124",1.8560477622535
"1125",1.85464610517991
"1126",1.85261495954214
"1127",1.85074570410449
"1128",1.84935213678441
"1129",1.84811764631978
"1130",1.84688462653927
"1131",1.84565307543641
"1132",1.84442299100518
"1133",1.84257061679958
"1134",1.84009925110249
"1135",1.83841067835194
"1136",1.83703542842961
"1137",1.83581701289531
"1138",1.83460004049753
"1139",1.83338450927416
"1140",1.83217041726353
"1141",1.83095776250442
"1142",1.82913258563555
"1143",1.82731099067958
"1144",1.82610477886068
"1145",1.82489999083886
"1146",1.82369662467516
"1147",1.82249467843118
"1148",1.82129415016905
"1149",1.8200950379515
"1150",1.81889733984183
"1151",1.81709666452612
"1152",1.81545033304373
"1153",1.81425869711863
"1154",1.81306846279993
"1155",1.81187962817079
"1156",1.81069219131503
"1157",1.80950615031716
"1158",1.80832150326241
"1159",1.80698923048724
"1160",1.80551010085984
"1161",1.80433039294306
"1162",1.80315206933307
"1163",1.80197512812582
"1164",1.80079956741807
"1165",1.79962538530743
"1166",1.79845257989237
"1167",1.79684020689017
"1168",1.79537744597434
"1169",1.79421001441344
"1170",1.79304394873257
"1171",1.79187924704577
"1172",1.79071590746802
"1173",1.78955392811524
"1174",1.78824807457981
"1175",1.78636413063177
"1176",1.78491822260819
"1177",1.78376363289581
"1178",1.78261038899219
"1179",1.78145848903635
"1180",1.78030793116833
"1181",1.77915871352918
"1182",1.77772428940457
"1183",1.77572004983172
"1184",1.77443398597245
"1185",1.77329227962139
"1186",1.77215189873418
"1187",1.77101284147688
"1188",1.76987510601664
"1189",1.7687386905217
"1190",1.76703818617439
"1191",1.7657642402049
"1192",1.76463295747187
"1193",1.7635029844113
"1194",1.7623743192071
"1195",1.76124696004429
"1196",1.75998096864024
"1197",1.75843734196137
"1198",1.75731482295053
"1199",1.75619360039877
"1200",1.75507367250487
"1201",1.75395503746878
"1202",1.75242206646984
"1203",1.75075345468829
"1204",1.74964029571696
"1205",1.74852841841166
"1206",1.74728019652773
"1207",1.74589631241748
"1208",1.74424027609365
"1209",1.74258732793234
"1210",1.74107417509177
"1211",1.73956364182323
"1212",1.73778319202688
"1213",1.73641436691072
"1214",1.73518350760773
"1215",1.7340899383733
"1216",1.73286224821313
"1217",1.73150110279808
"1218",1.73014208942013
"1219",1.72905461016123
"1220",1.72796836966608
"1221",1.72688336622763
"1222",1.72579959814002
"1223",1.72444941673034
"1224",1.7231013419268
"1225",1.72202214219021
"1226",1.72094416885841
"1227",1.71986742023876
"1228",1.71879189463988
"1229",1.71732003191069
"1230",1.7158506816964
"1231",1.71464801569218
"1232",1.71357886630023
"1233",1.7125109278394
"1234",1.71144419863794
"1235",1.71037867702544
"1236",1.7090523171259
"1237",1.7079896293622
"1238",1.70692814315733
"1239",1.70586785684948
"1240",1.70480876877815
"1241",1.70349094122846
"1242",1.70178586953278
"1243",1.70060227774733
"1244",1.69954963228161
"1245",1.69849817275533
"1246",1.69744789752912
"1247",1.69639880496498
"1248",1.69483683918327
"1249",1.69379093018004
"1250",1.69274619695757
"1251",1.69170263788969
"1252",1.69066025135163
"1253",1.68936405661556
